Churn,tenure,Contract,MonthlyCharges
False,12,"Month-to-month",20.100
True,10,"Month-to-month",86.650
False,45,"Two year",75.150
True,18,"Month-to-month",99.400
False,70,"One year",60.350
False,72,"Two year",65.200
True,12,"Month-to-month",99.700
False,3,"Month-to-month",19.300
True,4,"Month-to-month",77.950
False,6,"Month-to-month",20.150
False,61,"Month-to-month",94.200
False,42,"One year",105.200
False,1,"Month-to-month",50.750
False,45,"One year",42.300
False,8,"Month-to-month",66.050
False,14,"Month-to-month",69.650
False,18,"Month-to-month",68.350
False,43,"Two year",25.700
False,27,"One year",48.700
False,18,"Month-to-month",74.150
True,5,"Month-to-month",24.950
False,52,"Month-to-month",84.050
False,3,"Month-to-month",20.000
False,23,"Month-to-month",49.700
True,17,"Month-to-month",24.100
False,20,"One year",20.350
False,31,"Month-to-month",96.600
False,1,"Month-to-month",20.300
False,35,"Two year",20.200
False,6,"Two year",40.550
True,2,"Month-to-month",75.550
False,14,"One year",20.400
False,63,"One year",90.450
False,68,"Month-to-month",107.700
False,3,"Month-to-month",74.500
False,58,"Month-to-month",80.650
True,19,"Month-to-month",106.600
True,1,"Month-to-month",45.800
False,24,"Two year",96.550
True,18,"Month-to-month",85.200
False,51,"One year",76.400
False,45,"One year",78.800
False,61,"Month-to-month",59.800
True,1,"Month-to-month",20.200
False,33,"One year",53.750
True,2,"Month-to-month",46.000
True,8,"Month-to-month",20.150
False,26,"Two year",19.650
False,23,"Month-to-month",75.000
True,1,"Month-to-month",44.650
True,2,"Month-to-month",95.150
False,13,"Month-to-month",93.800
True,1,"Month-to-month",20.150
False,4,"Month-to-month",29.050
False,1,"Month-to-month",19.750
True,22,"Month-to-month",59.000
True,2,"Month-to-month",19.600
True,1,"Month-to-month",35.900
False,21,"Month-to-month",68.650
False,45,"One year",98.700
False,12,"Month-to-month",86.550
False,72,"Two year",64.450
False,63,"Two year",74.500
True,15,"Month-to-month",84.300
False,43,"One year",80.200
False,60,"Two year",110.000
False,31,"Month-to-month",59.050
False,53,"One year",19.550
False,67,"Month-to-month",54.900
False,72,"Two year",88.550
False,4,"Month-to-month",20.050
False,51,"One year",60.150
False,15,"Month-to-month",48.800
False,69,"Two year",19.800
False,4,"Month-to-month",44.550
False,1,"Month-to-month",19.900
False,55,"One year",100.900
False,4,"Month-to-month",42.400
True,2,"Month-to-month",42.600
True,45,"Month-to-month",100.850
False,19,"Month-to-month",44.900
True,3,"Month-to-month",36.450
True,28,"Month-to-month",104.800
False,23,"Month-to-month",85.600
True,1,"Month-to-month",20.550
False,25,"Month-to-month",48.250
False,71,"Two year",80.400
False,14,"Month-to-month",76.450
False,24,"One year",54.600
False,56,"Month-to-month",101.050
True,1,"Month-to-month",80.300
False,7,"Month-to-month",64.200
False,5,"Month-to-month",64.350
True,1,"Month-to-month",69.400
False,19,"Month-to-month",24.850
True,7,"Month-to-month",75.100
False,16,"Month-to-month",73.250
False,10,"One year",65.900
False,72,"Two year",59.750
False,51,"One year",94.000
False,67,"Two year",116.100
False,25,"Month-to-month",69.300
False,45,"Month-to-month",81.300
False,1,"Month-to-month",19.300
True,30,"Month-to-month",85.150
False,11,"Month-to-month",90.600
False,20,"Month-to-month",81.000
False,70,"Two year",114.300
True,38,"One year",62.300
True,1,"Month-to-month",24.800
True,3,"Month-to-month",98.700
False,64,"One year",104.400
False,65,"Two year",19.550
True,9,"Month-to-month",94.750
False,60,"One year",64.750
False,35,"Two year",21.450
False,11,"Month-to-month",34.700
True,33,"Two year",24.500
False,36,"One year",85.850
False,3,"Month-to-month",89.850
False,31,"Two year",99.450
False,27,"Month-to-month",19.400
True,40,"Month-to-month",79.200
True,3,"Month-to-month",44.300
False,52,"Two year",39.100
False,21,"Month-to-month",80.350
False,24,"Month-to-month",66.300
False,67,"One year",88.400
False,10,"Month-to-month",54.500
False,8,"Month-to-month",70.700
False,6,"Month-to-month",18.950
True,21,"Month-to-month",97.350
False,65,"Two year",19.900
False,72,"Two year",84.500
False,66,"Two year",90.950
False,66,"Two year",91.700
False,47,"One year",103.100
False,4,"Month-to-month",20.700
False,21,"Two year",19.600
False,25,"Month-to-month",74.600
True,24,"Month-to-month",90.550
False,72,"Two year",24.900
False,36,"Month-to-month",94.800
False,49,"Month-to-month",39.200
True,1,"Month-to-month",19.600
False,18,"Month-to-month",83.250
False,15,"Month-to-month",75.100
True,8,"Month-to-month",75.000
False,8,"Month-to-month",85.650
False,54,"One year",65.250
False,42,"One year",56.100
False,13,"Two year",25.000
False,66,"Two year",25.150
False,63,"One year",81.200
False,71,"Two year",80.600
False,15,"Month-to-month",20.450
True,1,"Month-to-month",69.950
False,10,"Month-to-month",21.200
False,2,"Month-to-month",20.100
False,15,"Two year",25.050
False,53,"One year",110.500
True,14,"Month-to-month",50.750
False,35,"One year",19.650
True,15,"Month-to-month",80.200
False,43,"Month-to-month",90.250
False,72,"Two year",115.500
False,55,"Month-to-month",116.500
False,66,"One year",70.850
True,23,"Month-to-month",94.750
False,40,"Month-to-month",56.600
True,42,"Month-to-month",99.450
True,15,"Month-to-month",75.300
False,22,"One year",19.600
False,56,"Month-to-month",76.850
False,72,"Two year",107.400
False,62,"Two year",24.250
False,71,"Two year",115.050
False,39,"Month-to-month",59.850
False,50,"One year",103.950
False,55,"One year",84.250
True,40,"One year",42.350
False,6,"Month-to-month",89.250
False,72,"Two year",68.750
False,69,"Two year",60.250
False,1,"Month-to-month",71.100
False,63,"Two year",108.500
True,1,"Month-to-month",71.350
False,66,"One year",25.450
False,63,"Two year",19.550
False,12,"Month-to-month",21.150
False,62,"Two year",38.600
False,1,"Month-to-month",20.200
False,10,"Month-to-month",60.200
False,49,"Two year",81.350
False,22,"One year",49.450
False,62,"One year",54.750
True,1,"Month-to-month",70.550
True,6,"Month-to-month",19.500
False,54,"Month-to-month",90.050
True,1,"Month-to-month",79.650
True,9,"Month-to-month",84.450
False,33,"Month-to-month",105.350
False,64,"Two year",86.550
True,1,"Month-to-month",69.650
True,27,"Month-to-month",85.250
True,16,"Month-to-month",94.250
False,1,"Month-to-month",49.850
False,65,"Month-to-month",99.100
False,71,"One year",99.650
True,10,"Month-to-month",74.750
True,13,"Month-to-month",35.100
False,24,"Two year",21.100
False,67,"Two year",35.700
False,14,"Month-to-month",31.100
False,24,"Month-to-month",34.250
False,70,"Two year",111.150
True,1,"Month-to-month",20.300
False,9,"One year",19.850
False,10,"One year",19.500
True,65,"One year",89.750
True,1,"Month-to-month",45.100
False,30,"One year",79.300
False,13,"Month-to-month",44.000
True,4,"Month-to-month",74.350
False,11,"One year",20.000
False,62,"Two year",113.950
True,2,"Month-to-month",80.200
False,9,"Month-to-month",94.050
False,71,"Two year",104.050
False,58,"One year",100.350
False,72,"Two year",24.750
False,10,"Month-to-month",45.250
False,19,"Month-to-month",56.200
False,59,"One year",76.750
False,54,"Month-to-month",69.900
True,4,"Month-to-month",95.450
False,42,"Two year",25.250
False,48,"Two year",111.800
False,43,"Month-to-month",63.950
False,68,"Two year",88.850
False,12,"Month-to-month",79.800
False,38,"Two year",60.000
False,14,"Month-to-month",75.100
False,72,"Two year",106.300
False,11,"Month-to-month",50.550
False,17,"One year",56.100
False,10,"Month-to-month",40.700
True,4,"Month-to-month",72.200
True,39,"Month-to-month",105.650
True,23,"Month-to-month",106.400
False,9,"Month-to-month",101.500
False,4,"Month-to-month",69.550
False,36,"Month-to-month",104.500
False,6,"One year",49.250
False,72,"Two year",84.900
True,7,"Month-to-month",79.650
False,56,"Two year",20.050
False,6,"Month-to-month",85.950
False,49,"One year",103.000
False,15,"Month-to-month",19.750
False,23,"Two year",19.650
False,54,"Two year",80.600
False,71,"Two year",81.850
False,34,"Month-to-month",49.800
False,42,"Two year",22.950
False,8,"Two year",19.600
False,39,"Month-to-month",73.150
True,1,"Month-to-month",93.850
False,2,"Month-to-month",19.850
False,50,"One year",106.800
False,72,"Two year",97.700
True,24,"Month-to-month",75.400
False,11,"Month-to-month",35.650
False,7,"Month-to-month",66.850
False,7,"Month-to-month",94.100
False,59,"Two year",20.600
False,66,"Two year",56.750
False,72,"Two year",23.750
False,33,"One year",93.550
True,66,"Two year",80.550
False,3,"Month-to-month",30.400
True,11,"Month-to-month",97.850
False,69,"Two year",56.550
False,24,"Two year",19.700
False,31,"Two year",20.900
False,70,"Two year",94.800
True,46,"Month-to-month",93.700
False,1,"Month-to-month",44.550
False,68,"Two year",60.300
True,28,"Month-to-month",89.950
True,12,"Month-to-month",50.250
True,2,"Month-to-month",80.750
False,62,"One year",71.400
True,6,"Month-to-month",75.500
False,4,"One year",20.500
False,53,"Month-to-month",90.800
False,32,"Month-to-month",90.950
False,41,"One year",51.350
False,52,"One year",20.650
False,24,"One year",19.900
False,72,"Two year",93.250
False,14,"Month-to-month",80.450
True,67,"One year",118.350
False,21,"One year",80.900
False,71,"Two year",83.200
False,25,"Month-to-month",60.350
False,1,"Month-to-month",20.250
False,23,"Month-to-month",20.300
False,72,"Two year",64.800
False,12,"Month-to-month",49.200
True,22,"One year",43.750
False,70,"Two year",77.300
False,72,"Two year",114.550
False,70,"Two year",26.000
False,16,"Two year",54.850
False,22,"Month-to-month",80.000
False,5,"Month-to-month",90.350
False,69,"One year",108.750
False,42,"Two year",20.000
False,42,"Two year",100.400
False,5,"Month-to-month",55.750
False,72,"Two year",86.400
False,39,"Two year",25.000
False,21,"One year",60.250
False,35,"Month-to-month",61.000
False,35,"Two year",69.150
False,12,"Month-to-month",73.300
False,27,"Month-to-month",56.700
False,72,"Two year",25.000
False,58,"One year",45.350
True,10,"Month-to-month",79.250
False,64,"One year",89.450
False,71,"Two year",20.500
False,10,"Month-to-month",51.200
True,4,"Month-to-month",45.300
False,71,"One year",79.050
False,66,"Two year",59.750
False,69,"Two year",19.950
False,43,"Two year",26.450
False,72,"Two year",24.850
False,61,"One year",19.450
False,7,"Month-to-month",44.650
False,70,"Two year",39.150
False,5,"Month-to-month",84.700
True,16,"Month-to-month",96.400
False,17,"Month-to-month",21.100
False,51,"One year",19.400
False,5,"Month-to-month",59.900
True,14,"Month-to-month",64.700
True,3,"Month-to-month",77.000
False,64,"One year",53.850
False,7,"Month-to-month",34.650
True,1,"Month-to-month",25.200
False,60,"Two year",116.050
False,1,"Month-to-month",20.450
True,2,"Month-to-month",24.450
False,20,"Month-to-month",68.900
False,72,"Two year",115.550
False,72,"Two year",107.450
False,4,"Month-to-month",90.400
False,1,"Month-to-month",21.050
True,33,"One year",103.750
False,56,"One year",93.150
False,9,"Month-to-month",70.500
False,12,"One year",95.700
True,51,"Month-to-month",97.800
False,33,"One year",24.150
True,1,"Month-to-month",50.450
False,70,"Two year",19.850
False,1,"Month-to-month",47.950
True,32,"Month-to-month",93.200
False,39,"One year",41.150
False,45,"Two year",24.650
True,19,"Month-to-month",55.000
False,30,"One year",94.400
False,7,"Month-to-month",19.400
False,59,"Two year",76.450
True,1,"Month-to-month",20.200
False,1,"Month-to-month",70.600
False,72,"Two year",110.450
False,67,"Two year",75.500
False,47,"Two year",73.600
False,4,"Month-to-month",61.300
False,24,"Month-to-month",104.150
False,9,"One year",50.800
False,7,"Two year",19.850
False,65,"Two year",59.950
False,14,"Month-to-month",20.050
False,35,"One year",53.150
False,26,"One year",39.950
False,7,"Month-to-month",75.150
True,43,"One year",107.550
False,37,"One year",20.150
False,23,"One year",40.650
False,50,"Month-to-month",69.750
True,1,"Month-to-month",19.650
False,27,"One year",104.650
False,58,"One year",71.100
False,12,"One year",26.400
False,72,"Two year",78.450
True,14,"Month-to-month",86.300
True,10,"Month-to-month",89.800
False,72,"Two year",66.500
False,9,"Month-to-month",50.100
False,45,"Two year",81.650
False,64,"Two year",19.450
True,2,"Month-to-month",49.250
False,64,"One year",80.300
False,39,"Month-to-month",41.100
False,1,"Month-to-month",45.000
True,7,"Month-to-month",95.350
False,58,"Two year",24.350
True,4,"Month-to-month",74.400
True,3,"Month-to-month",50.650
True,1,"Month-to-month",74.350
False,72,"Two year",86.050
True,43,"Month-to-month",101.000
True,1,"Month-to-month",69.600
False,68,"One year",100.300
False,38,"Month-to-month",101.150
False,55,"Two year",20.300
True,1,"Month-to-month",71.650
True,8,"Month-to-month",84.900
False,33,"One year",59.400
False,57,"Month-to-month",100.600
True,42,"Month-to-month",77.950
False,15,"Month-to-month",20.050
False,8,"Two year",20.250
False,4,"Month-to-month",56.750
False,62,"Two year",84.500
True,25,"Month-to-month",95.900
False,1,"Month-to-month",19.450
False,68,"One year",19.500
True,34,"Month-to-month",100.050
False,72,"Two year",84.700
True,21,"Month-to-month",60.050
False,55,"Month-to-month",55.700
False,42,"Month-to-month",69.400
False,67,"One year",100.900
False,41,"Two year",20.650
False,26,"Month-to-month",86.650
False,4,"Month-to-month",65.600
False,66,"Two year",62.500
False,15,"Month-to-month",25.250
False,63,"One year",90.050
False,59,"One year",82.950
False,25,"One year",54.200
False,4,"Month-to-month",19.400
True,2,"Month-to-month",95.650
False,69,"Two year",90.650
True,5,"Month-to-month",91.400
False,66,"Two year",79.500
True,6,"Month-to-month",83.550
False,28,"One year",92.200
False,57,"Month-to-month",95.300
True,22,"Month-to-month",101.350
False,49,"One year",20.700
False,65,"One year",103.900
True,2,"Month-to-month",75.700
False,42,"Two year",78.450
False,61,"Two year",20.550
True,26,"Month-to-month",83.750
False,10,"Month-to-month",20.000
False,67,"Two year",25.600
True,10,"Month-to-month",99.850
True,4,"Month-to-month",76.050
True,66,"Month-to-month",80.450
False,1,"Month-to-month",50.050
True,2,"Month-to-month",56.700
False,37,"Two year",24.100
False,35,"Month-to-month",39.850
False,72,"Two year",115.050
False,8,"Month-to-month",44.450
False,19,"Month-to-month",78.700
False,20,"Month-to-month",19.600
False,38,"One year",24.250
False,57,"Two year",18.800
False,38,"Two year",94.900
False,67,"Two year",104.600
False,22,"Month-to-month",55.100
False,57,"Month-to-month",99.650
False,72,"Two year",74.350
False,70,"One year",79.400
True,1,"Month-to-month",73.650
False,13,"Month-to-month",67.800
False,62,"Two year",115.550
True,5,"Month-to-month",89.350
True,5,"Month-to-month",69.050
False,31,"Month-to-month",76.050
False,18,"Month-to-month",80.550
False,64,"Month-to-month",108.950
False,42,"Month-to-month",55.650
False,30,"One year",90.400
True,19,"Month-to-month",73.850
False,65,"Month-to-month",55.150
False,18,"One year",20.100
True,13,"Month-to-month",100.800
False,41,"One year",19.750
False,54,"Two year",59.800
False,32,"One year",20.350
False,72,"Two year",115.800
False,59,"Two year",19.500
True,25,"Two year",24.750
True,15,"Month-to-month",85.600
True,14,"Month-to-month",75.350
False,52,"Two year",25.750
False,61,"Month-to-month",106.450
False,54,"Two year",20.050
False,8,"Month-to-month",73.500
False,3,"Month-to-month",77.400
False,14,"Month-to-month",80.050
False,72,"Two year",20.800
False,35,"Month-to-month",96.750
False,66,"Month-to-month",63.850
False,48,"One year",70.550
False,48,"Month-to-month",104.500
True,21,"One year",77.500
False,1,"Two year",20.450
False,67,"One year",112.350
False,1,"Month-to-month",19.800
True,7,"One year",49.750
False,17,"Month-to-month",90.950
False,40,"One year",106.000
True,24,"Month-to-month",89.850
False,69,"One year",107.200
False,72,"Two year",84.800
False,1,"Month-to-month",19.500
False,36,"One year",54.450
False,47,"Two year",60.000
False,16,"Month-to-month",19.750
False,17,"One year",19.650
False,38,"Two year",20.200
True,1,"Month-to-month",79.100
True,72,"Two year",92.450
False,50,"Month-to-month",35.000
False,8,"Month-to-month",75.600
False,67,"Two year",50.550
False,38,"One year",20.300
False,70,"Two year",64.950
False,41,"Month-to-month",74.650
False,59,"Two year",111.100
False,64,"One year",24.700
True,3,"Month-to-month",85.300
False,22,"One year",25.600
False,70,"One year",64.950
False,43,"One year",94.350
True,5,"Month-to-month",50.600
True,1,"Month-to-month",86.600
False,1,"Month-to-month",19.550
False,72,"Two year",115.750
False,18,"Two year",25.300
False,38,"One year",74.050
True,49,"Month-to-month",95.600
False,2,"One year",20.300
False,12,"Two year",25.400
True,15,"Month-to-month",49.100
False,3,"Month-to-month",73.600
False,71,"Two year",64.050
False,1,"Month-to-month",20.700
True,34,"Month-to-month",94.250
False,6,"Month-to-month",90.750
True,51,"Month-to-month",84.200
False,26,"Month-to-month",66.050
True,49,"Month-to-month",59.750
True,24,"Month-to-month",104.650
False,69,"Two year",60.050
False,56,"Two year",24.800
True,44,"One year",53.950
False,47,"One year",78.900
False,72,"Two year",116.750
False,18,"Month-to-month",69.800
False,51,"Two year",75.200
True,66,"Two year",79.400
False,46,"Month-to-month",99.800
False,9,"One year",20.150
True,69,"One year",104.700
True,47,"Month-to-month",100.050
True,12,"Month-to-month",78.950
False,72,"Two year",95.900
True,4,"Month-to-month",74.400
True,2,"Month-to-month",79.700
True,1,"Month-to-month",71.650
False,42,"Month-to-month",40.150
False,69,"Two year",81.950
False,14,"Month-to-month",55.000
False,66,"One year",90.550
False,57,"Month-to-month",74.300
False,14,"Month-to-month",46.350
True,4,"Month-to-month",29.650
True,60,"One year",106.000
False,16,"One year",79.500
False,2,"Month-to-month",54.150
False,64,"Month-to-month",74.650
False,71,"Two year",100.450
False,3,"Month-to-month",44.750
False,72,"Two year",84.400
False,26,"Month-to-month",69.500
True,1,"Month-to-month",30.200
False,52,"One year",53.750
False,72,"Two year",113.400
False,36,"Two year",92.900
False,46,"Month-to-month",45.550
False,51,"One year",47.850
False,4,"Month-to-month",30.500
True,3,"Month-to-month",75.000
False,56,"Month-to-month",105.450
True,16,"Month-to-month",59.400
False,44,"One year",90.650
False,29,"One year",58.750
False,29,"Month-to-month",20.650
True,22,"Month-to-month",74.400
False,1,"Month-to-month",74.000
False,29,"One year",69.050
False,68,"Two year",88.000
False,34,"Month-to-month",75.550
False,1,"Month-to-month",51.250
True,37,"Month-to-month",76.250
True,7,"Month-to-month",74.400
False,51,"Two year",20.450
False,52,"Month-to-month",83.800
False,1,"Month-to-month",44.800
False,21,"Month-to-month",43.550
False,70,"Two year",110.200
False,69,"One year",87.300
True,42,"Month-to-month",94.200
False,33,"Month-to-month",100.000
False,1,"Month-to-month",44.900
False,59,"Two year",19.850
False,2,"Month-to-month",24.850
False,4,"Month-to-month",82.850
True,31,"Month-to-month",91.150
False,61,"One year",103.300
False,42,"One year",19.550
True,13,"Month-to-month",31.050
False,1,"Month-to-month",44.000
True,5,"Month-to-month",40.000
False,71,"Two year",77.550
False,27,"Month-to-month",69.050
False,57,"Two year",20.750
False,37,"Two year",35.800
False,41,"Month-to-month",74.250
False,26,"Month-to-month",81.900
False,10,"Month-to-month",85.950
False,31,"Month-to-month",59.700
False,10,"Month-to-month",54.950
False,14,"Month-to-month",50.200
False,9,"Month-to-month",20.400
False,72,"Two year",24.300
False,42,"One year",67.700
False,2,"Month-to-month",20.350
True,25,"Month-to-month",89.500
False,5,"Month-to-month",84.000
True,1,"Month-to-month",78.950
True,5,"Month-to-month",43.250
False,46,"Month-to-month",35.050
False,57,"One year",41.100
False,21,"One year",20.500
False,4,"Month-to-month",25.250
False,65,"Two year",19.350
False,19,"One year",19.900
False,1,"Month-to-month",20.050
True,51,"Month-to-month",93.800
False,72,"Two year",24.800
False,70,"Two year",19.800
False,28,"Month-to-month",89.900
False,71,"One year",92.000
False,5,"One year",20.100
True,4,"Month-to-month",79.000
False,69,"Month-to-month",95.350
False,57,"Two year",19.500
False,68,"Month-to-month",44.950
False,1,"Month-to-month",49.800
False,71,"One year",69.200
True,44,"Month-to-month",100.550
False,27,"One year",20.550
False,71,"Two year",79.100
False,63,"One year",99.650
True,17,"Month-to-month",64.700
False,72,"Two year",25.400
True,9,"Month-to-month",44.200
False,1,"Month-to-month",74.300
True,1,"Month-to-month",90.600
False,65,"Two year",105.850
False,52,"One year",64.300
False,9,"Month-to-month",74.850
True,1,"Month-to-month",39.650
False,21,"One year",19.800
False,63,"Two year",24.650
True,6,"Month-to-month",90.100
False,25,"Month-to-month",19.200
False,66,"Two year",47.400
False,44,"Month-to-month",90.400
False,60,"One year",79.000
True,18,"Month-to-month",99.850
False,60,"Month-to-month",99.800
True,11,"Month-to-month",23.150
False,59,"One year",61.350
False,12,"Month-to-month",49.050
False,8,"Two year",65.500
False,28,"Month-to-month",29.750
False,12,"Month-to-month",84.050
False,30,"Month-to-month",107.500
True,12,"Month-to-month",83.800
False,2,"Month-to-month",49.200
True,3,"Month-to-month",55.150
False,41,"Month-to-month",40.350
False,55,"Two year",25.650
True,8,"Month-to-month",81.250
True,72,"Two year",103.400
False,72,"Two year",100.550
False,30,"One year",86.450
False,25,"Month-to-month",25.400
True,1,"Month-to-month",75.100
False,46,"Month-to-month",104.450
True,32,"Month-to-month",99.550
False,31,"Month-to-month",80.450
False,68,"Two year",54.100
False,58,"Two year",109.100
False,70,"One year",58.400
True,1,"Month-to-month",80.050
False,48,"One year",83.450
False,72,"Two year",110.650
True,3,"Month-to-month",56.150
True,2,"Month-to-month",70.700
True,8,"Month-to-month",84.950
False,63,"Two year",20.600
True,35,"Month-to-month",100.500
True,13,"Month-to-month",96.650
False,30,"One year",64.500
False,60,"Month-to-month",60.200
False,33,"Month-to-month",91.250
True,54,"One year",106.550
False,67,"One year",109.400
False,25,"Month-to-month",71.050
False,72,"Two year",111.600
True,18,"Month-to-month",80.650
False,63,"Two year",19.250
False,39,"Two year",23.800
False,33,"Two year",20.350
False,48,"One year",19.950
True,10,"Month-to-month",86.450
False,10,"One year",49.550
False,45,"Month-to-month",84.550
True,28,"Month-to-month",105.700
False,64,"Two year",115.100
True,48,"One year",60.350
False,68,"Two year",90.200
False,6,"Month-to-month",73.850
False,29,"One year",19.100
False,39,"Two year",25.200
False,20,"Month-to-month",84.350
True,3,"Month-to-month",49.150
False,52,"Month-to-month",59.450
False,71,"Two year",116.250
False,41,"One year",79.850
False,69,"Two year",39.100
False,68,"Two year",84.400
False,20,"One year",54.000
True,7,"Month-to-month",101.950
False,35,"One year",20.600
False,17,"One year",19.900
False,1,"Month-to-month",49.550
False,7,"Month-to-month",44.250
False,62,"One year",115.050
False,1,"Month-to-month",25.000
False,44,"Two year",19.900
False,39,"One year",35.550
True,12,"Month-to-month",29.200
False,72,"Two year",109.200
False,47,"One year",20.050
False,15,"Month-to-month",101.750
False,2,"Month-to-month",55.300
False,54,"Month-to-month",24.950
False,69,"One year",95.650
False,72,"Two year",65.600
False,21,"Two year",20.850
False,3,"One year",21.200
False,46,"One year",95.650
False,34,"Month-to-month",71.550
True,31,"Month-to-month",93.800
False,72,"Two year",107.700
False,37,"Two year",19.850
False,60,"Two year",19.650
True,44,"Month-to-month",30.350
False,62,"One year",110.750
True,25,"Month-to-month",89.700
False,42,"Two year",19.350
False,25,"Two year",99.300
False,18,"Month-to-month",55.950
True,9,"Month-to-month",83.300
False,68,"One year",76.750
True,1,"Month-to-month",84.600
True,47,"Month-to-month",106.400
False,12,"Month-to-month",20.450
True,2,"Month-to-month",79.650
False,15,"Month-to-month",19.450
True,1,"Month-to-month",78.650
True,51,"One year",94.800
False,63,"Two year",25.250
False,32,"One year",94.800
True,29,"Month-to-month",98.600
False,1,"Month-to-month",44.950
False,41,"One year",104.450
False,50,"Two year",20.150
False,56,"One year",24.300
False,57,"One year",95.000
False,3,"Month-to-month",55.900
False,22,"Month-to-month",20.550
False,36,"Two year",25.100
False,22,"One year",20.750
False,70,"Two year",19.450
False,14,"Month-to-month",50.450
False,18,"One year",19.650
False,23,"One year",73.750
True,7,"Month-to-month",84.550
False,1,"Month-to-month",20.150
False,71,"Two year",116.100
True,4,"Month-to-month",56.500
False,64,"One year",102.100
False,35,"Month-to-month",62.100
False,11,"Month-to-month",78.000
False,27,"One year",100.500
False,64,"Two year",105.250
False,71,"Two year",118.650
False,1,"One year",74.100
True,34,"Month-to-month",79.600
False,69,"Two year",66.900
False,9,"Month-to-month",69.050
False,1,"Month-to-month",18.850
True,1,"Month-to-month",50.350
False,21,"Month-to-month",61.650
False,13,"Month-to-month",56.000
False,7,"Month-to-month",69.150
True,3,"Month-to-month",25.250
False,57,"One year",53.500
True,11,"Month-to-month",89.700
False,19,"Two year",20.150
False,72,"One year",105.750
False,45,"Two year",84.350
False,60,"Two year",49.450
False,42,"Month-to-month",79.900
False,48,"Month-to-month",45.550
False,55,"Two year",64.750
True,1,"Month-to-month",79.550
True,6,"Month-to-month",93.550
True,9,"Month-to-month",18.950
False,9,"Month-to-month",40.750
True,5,"Month-to-month",50.350
False,43,"Two year",78.800
False,7,"Month-to-month",25.050
False,71,"Two year",100.200
False,32,"Month-to-month",79.300
False,8,"Two year",20.850
False,72,"Two year",108.200
True,12,"One year",74.050
False,51,"One year",107.450
True,39,"Month-to-month",48.950
False,3,"Month-to-month",19.100
False,26,"One year",75.500
False,35,"Month-to-month",20.750
False,27,"Month-to-month",19.150
True,3,"Month-to-month",69.350
False,2,"Month-to-month",81.500
True,18,"Month-to-month",90.700
False,26,"One year",61.550
False,65,"Month-to-month",109.400
False,41,"Month-to-month",89.200
True,67,"Two year",116.200
False,22,"Month-to-month",88.750
False,64,"One year",65.800
True,27,"Month-to-month",30.750
True,3,"Month-to-month",96.600
True,1,"Month-to-month",50.550
False,65,"Month-to-month",94.400
False,24,"Month-to-month",94.600
False,51,"One year",56.400
True,13,"Month-to-month",95.250
True,61,"Month-to-month",19.400
False,72,"Two year",78.850
False,69,"One year",26.300
False,44,"One year",20.600
False,70,"One year",26.050
False,40,"Two year",20.150
False,61,"Two year",75.350
False,23,"Month-to-month",59.950
False,72,"Two year",110.150
False,62,"Two year",86.100
False,50,"Month-to-month",39.450
False,64,"Two year",102.100
False,47,"Month-to-month",100.750
True,54,"Month-to-month",111.100
False,47,"Two year",20.250
False,58,"Two year",20.800
False,34,"One year",77.200
False,60,"Two year",25.000
False,12,"Month-to-month",58.350
True,68,"Month-to-month",105.300
False,64,"Two year",69.250
False,22,"Month-to-month",24.850
False,11,"Month-to-month",94.200
False,15,"Month-to-month",100.150
True,5,"Month-to-month",81.000
False,14,"Month-to-month",48.800
False,23,"Month-to-month",54.400
True,50,"One year",108.550
False,2,"Month-to-month",19.400
True,17,"Month-to-month",85.450
False,59,"Two year",54.150
False,1,"Month-to-month",19.750
True,15,"Month-to-month",55.700
False,61,"One year",79.800
False,1,"Month-to-month",53.550
False,10,"Two year",26.100
False,69,"Two year",82.450
False,35,"Month-to-month",70.550
False,48,"One year",65.650
False,72,"Two year",81.000
False,62,"One year",96.100
False,40,"Month-to-month",51.100
True,1,"Month-to-month",45.700
False,16,"Month-to-month",85.050
False,1,"Month-to-month",20.300
True,1,"Month-to-month",85.450
False,72,"Two year",114.000
False,44,"One year",59.850
False,59,"Two year",95.800
False,18,"Month-to-month",103.600
False,23,"Month-to-month",98.700
True,7,"Month-to-month",89.500
False,51,"One year",86.350
False,64,"Two year",19.700
False,69,"Two year",84.700
True,1,"Month-to-month",24.450
False,2,"Month-to-month",19.200
False,35,"Month-to-month",106.900
False,26,"One year",78.950
False,26,"One year",47.850
True,49,"One year",100.450
False,68,"Two year",79.600
False,44,"Month-to-month",68.850
False,29,"Month-to-month",19.350
False,24,"Month-to-month",55.150
False,14,"Month-to-month",25.550
False,56,"One year",52.700
False,6,"Two year",19.650
False,6,"Two year",80.250
False,71,"Two year",25.000
False,43,"One year",104.300
True,41,"Month-to-month",113.600
False,15,"Month-to-month",48.850
False,22,"Month-to-month",84.150
False,44,"Month-to-month",104.150
False,12,"Month-to-month",74.750
False,52,"One year",19.600
True,17,"Month-to-month",90.200
True,41,"Month-to-month",79.900
True,10,"Month-to-month",98.700
True,26,"Month-to-month",90.800
False,53,"Two year",20.900
True,1,"Month-to-month",19.450
False,50,"Two year",70.350
False,24,"Two year",24.100
False,38,"Month-to-month",20.450
True,14,"Month-to-month",85.150
True,24,"Month-to-month",93.550
True,19,"Month-to-month",95.900
True,7,"Month-to-month",75.150
False,42,"Two year",84.350
